election,ideological_universe,ideological_party_count,full_party_count,k,coalition_id,coalition_label,left_index,right_index,left_original_ordinal_position,right_original_ordinal_position,left_endpoint,right_endpoint,omitted_party,party_count,parties,gap_count,votes,national_vote_total,vote_share,seats,total_seats,seat_majority_threshold,seat_share,q_C,d_C,r_C,R_C,vote_majority,seat_majority,inversion,vote_deficit_pp,minimal_seat_majority,minimal_inversion,q_C_exact,d_C_exact,R_C_exact,A_C,A_C_exact,B_C,B_C_exact,V,S,A_over_q,B_over_q,vote_denominator
2014,all_parties,32,32,1,PT|PDT|PSB|PPS|PV|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD,"PT--PSD, omitting PTB",6,17,6,19,PT,PSD,PTB,11,"PT, PDT, PSB, PPS, PV, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD",1,48984184,97355354,0.5031483322427239,266,513,257,0.5185185185185185,258.11509444051734,7.8849055594826352,-1.115094440517396,1.0305480219069472,true,true,false,,true,false,661286484/2561983,20200994/2561983,340743739/330643242,4.0802376246485448,55601006223857492562211607447444955931625076984392827160643725049580915488449410655297413183560736402164633473224299454848816676216620093672929/13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200,3.8046679348340904,132828172301125862595188236127005152464948932785128031592549538262042316425944007326521766766215951567926696379083785149336299748839167646762702100593/34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600,97355354,513,0.015807822605232551,0.014740199301714515,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PT|PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD,"PT--PSD, omitting PV",6,17,6,19,PT,PSD,PV,11,"PT, PDT, PSB, PPS, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD",1,50893913,97355354,0.5227643977340989,283,513,257,0.5516569200779727,268.17813603759276,14.821863962407244,-11.178136037592708,1.0552687261586811,true,true,false,,true,false,1374135651/5123966,75946727/5123966,1450082378/1374135651,9.5682302785308373,130385355022973536085875138715165561914223474711008957455023957234367122856797180913791920613752245286411838970276363010340013307234238253351817/13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200,5.2536336838764077,183414314237482687040382876711439950599240744796940307365303598729382095300812178908497624866854009044986103183829297691142830753868955903826684989589/34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600,97355354,513,0.035678636670028831,0.019590089488652283,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PT|PDT|PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD,"PT--PSD, omitting SOLIDARIEDADE",6,17,6,19,PT,PSD,SOLIDARIEDADE,11,"PT, PDT, PSB, PPS, PV, PTB, PT DO B, PMN, PHS, PMDB, PSD",1,50208676,97355354,0.515725883961143,276,513,257,0.5380116959064327,264.56737847206637,11.432621527933636,-7.567378472066366,1.0432125139310806,true,true,false,,true,false,677817126/2561983,29290182/2561983,117851218/112969521,7.4719043683659319,1414151710933226504166646692980061434075697916422594702048689393741626877650045952999824593584811619118891132759218827867483615434279855521818/189262554927813448301246419971292641313096841775344844760868526579367812731137618075056520655530914921090881398869252794887383899293006079725,3.9607171595677033,1920502036788812323966720473386459506263766704214945173268778222535166226954440219660545538541063378280193493733433278289840868392999212312897914856/484887448261624281719172206777312235069251785982123311414984230331388486964358148168787529958619060002281179598919244883203964464462393595152094675,97355354,513,0.028241971521650894,0.014970542409429684,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PSD|PSDB,"PT--PSDB, omitting PMDB",6,18,6,20,PT,PSDB,PMDB,12,"PT, PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PSD, PSDB",1,53195143,97355354,0.5464018239818634,280,513,257,0.5458089668615984,280.30413570269593,-0.30413570269591955,-23.30413570269593,0.99891497960979603,true,true,false,,true,false,1436268861/5123966,-1558381/5123966,1434710480/1436268861,4.8369614342765841,160762948531636797483099042595601537957233338542647737714416962531335681925496218744719924659028653092933233862176971166831407485034947290913/33236351109274556774853029848617244328153591726402021518981790033449957357663191466839193871215185059313520635898990734711930831095357165220,-5.1410971369725038,-437769390206939633856818654200466009936962701593599333361181293383977873385024839978895951629821301390951397090968195660987786582978896262461514889/85150966523992556789708289970649953475575923391982630297265523375268222101058016263787078431757493463815231539322403979489476686442176436221831260,97355354,513,0.017256118687477728,-0.018341139077681676,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PT|PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB,"PT--PSDB, omitting PSD",6,18,6,20,PT,PSDB,PSD,12,"PT, PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSDB",1,58019139,97355354,0.5959522164543719,309,513,257,0.6023391812865497,305.72348704109277,3.2765129589072215,-48.72348704109277,1.0107172431880147,true,true,false,,true,false,1566516753/5123966,16788741/5123966,527768498/522172251,4.099715340523522,6570201950763817672118518715852551614247843629066449239632469391486562390692695532217357308841588791467918266242233673189556769624687314833/1602599547783437407701957219561692364405853534967050314334062556005466601980701928896162470563121942175531396062399882539326313154074613400,-0.82320238161630066,-3379931337197110527257436459045374428481786223078423191639730963722030890991998336497777924075710957430365070572050819547614328299039391393929139/4105832797228854320096483463244323288837601857075488465468524589422553341342324669899177014820718842780694452678135438267750845753415540262372200,97355354,513,0.013409880216276851,-0.0026926370282622505,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB,"PDT--PSDB, omitting PHS",7,18,7,20,PDT,PSDB,PHS,11,"PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PMDB, PSD, PSDB",1,49489858,97355354,0.5083424379515892,271,513,257,0.5282651072124757,260.77967066916523,10.220329330834748,-3.7796706691652275,1.0391914343039441,true,true,false,,true,false,668113083/2561983,26184310/2561983,694297393/668113083,10.05314344544918,110925684352217782568006887736714558195082181026435324015049597380777230658418474612156647305313908797681697746291842743498894050726895685059/11033930327775358929303435010472121598820220735080833054884642845112941309021788260246210111091680869893557458071729717596673393319106427320,0.16718588538556695,4726134647123637329219236114684104352893062603134557041297689849323448513285361718370518140748966315151626447824159014246224022655967228044837203/28268741922944897395773602338434397510110225579524597912452521930250988713711568152350366119044997830092506017102984317077478090235864241984575560,97355354,513,0.038550334156234788,0.00064110014770923289,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB,"PDT--PSDB, omitting PMN",7,18,7,20,PDT,PSDB,PMN,11,"PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PHS, PMDB, PSD, PSDB",1,49964453,97355354,0.5132173110890235,273,513,257,0.5321637426900585,263.28048058866904,9.7195194113309888,-6.280480588669036,1.0369169768666446,true,true,false,,true,false,1349040231/5123966,49802487/5123966,66611558/64240011,9.7877538261662824,45598899597408303162899451382816384140601278546063134193209028445315802475526426518318341495790346878396117001499043414690663063874195785881/4658770582838484881261450337754895786168537643700796178729071423492130774920310598770622046905376367288390926741396991874150988290289380424,-0.068234414835294133,-814424893368883562834663128510165001183397508568699939318118278146346813522273475062719263950241885560261833873335719873673913191459194696604779/11935691034132290011548854320672301170935428578021496896368842592772639679122662108770154583596776861594613651665704489432712971432920457726820792,97355354,513,0.037176146914810533,-0.00025917004816585246,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB,"PDT--PSDB, omitting PPS",7,18,7,20,PDT,PSDB,PPS,11,"PDT, PSB, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB",1,48477237,97355354,0.4979411507250028,266,513,257,0.5185185185185185,255.44381032192641,10.556189678073586,1.5561896780735651,1.0413248990639861,false,true,true,0.2058849274997243,true,true,1308885399/5123966,54089557/5123966,1362974956/1308885399,9.4693407143708086,5376574851251356367228017855909636390117909062404549070973729022347301475151177994147438312149783680312234652373026662598241612364853612420201/567787664783440344903739259913877923939290525326034534282605579738103438193412854225169561966592744763272644196607758384662151697879018239175,1.0868489637027772,3161996523933781712210586471175639122629017382329700841046474210041378041634100701185326958104171878384727452031926617542549698462384431133608158309/2909324689569745690315033240663873410415510715892739868489905381988330921786148889012725179751714360013687077593515469299223786786774361570912568050,97355354,513,0.037070151366897279,0.004254747697088692,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB,"PDT--PSDB, omitting PT DO B",7,18,7,20,PDT,PSDB,PT DO B,11,"PDT, PSB, PPS, PV, PTB, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB",1,49620429,97355354,0.5096836174002305,275,513,257,0.5360623781676414,261.46769572631825,13.532304273681753,-4.467695726318254,1.0517551670621912,true,true,false,,true,false,1339751583/5123966,69339067/5123966,1409090650/1339751583,13.576033101356115,2569434710547225163678352186892127332432834825537565647227486446030866418127493416509179431624552466946310243888648600112166181382512596186354/189262554927813448301246419971292641313096841775344844760868526579367812731137618075056520655530914921090881398869252794887383899293006079725,-0.043728827674360864,-42407119332986277771149843761307586440753040321382960183173072244928892419255645490118981022789575564197176731894369137702130106028536237148443389/969774896523248563438344413554624470138503571964246622829968460662776973928716296337575059917238120004562359197838489766407928928924787190304189350,97355354,513,0.051922410772940499,-0.0001672437107493861,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB,"PDT--PSDB, omitting PV",7,18,7,20,PDT,PSDB,PV,11,"PDT, PSB, PPS, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB",1,48428462,97355354,0.4974401510573317,268,513,257,0.5224171539961013,255.18679749241116,12.813202507588848,1.8132025075888407,1.0502110713935735,false,true,true,0.255984894266831,true,true,653784237/2561983,32827207/2561983,686611444/653784237,11.36458799544133,7743207454989062344201646922966698146730616005613212563419003748694095046699580493365772049094664315471335718340020829971555681248606377682359/681345197740128413884487111896653508727148630391241441139126695685724125832095425070203474359911293715927173035929310061594582037454821887010,1.4486145121475185,2528693979515884737382964522420617120207070823710818612386518357410729113555712431397838213276305173506341408495348312726131955709662877919224723173/1745594813741847414189019944398324046249306429535643921093943229192998553071689333407635107851028616008212246556109281579534272072064616942547540830,97355354,513,0.044534388562085754,0.0056766828314877768,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB,"PDT--PSDB, omitting SOLIDARIEDADE",7,18,7,20,PDT,PSDB,SOLIDARIEDADE,11,"PDT, PSB, PPS, PV, PTB, PT DO B, PMN, PHS, PMDB, PSD, PSDB",1,47743225,97355354,0.49040163728437575,261,513,257,0.5087719298245614,251.57603992688476,9.4239600731152393,5.423960073115239,1.0374596884339784,false,true,true,0.9598362715624233,true,true,1289067075/5123966,48288051/5123966,148595014/143229675,9.2682620852764259,14033079696000002122017373515414758252648788375964679151206861565434657029777526396612321234027497511063892995020867688394435625445115433096251/1514100439422507586409971359770341130504774734202758758086948212634942501849100944600452165244247319368727051190954022359099071194344048637800,0.15569798783881389,603968000181055003653365313421941806210208264528013039753200049040495034557973948335379797069850851257184059431651622249816764957804993454051038167/3879099586092994253753377654218497880554014287856986491319873842651107895714865185350300239668952480018249436791353959065631715715699148761216757400,97355354,513,0.036840798066342287,0.0006188903676362193,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,"PDT--PROS, omitting PSB",7,22,7,24,PDT,PROS,PSB,15,"PDT, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS",1,47460791,97355354,0.4875005744419562,258,513,257,0.5029239766081871,250.08779468872353,7.9122053112764608,6.912205311276466,1.0316377107532357,false,true,true,1.249942555804381,true,true,1281441357/5123966,40541871/5123966,440661076/427147119,6.7232110846428883,11452068964786579223477191533880467764532105411870967095690900627072119792122678614393286707698694183628419443863930958768364205474525319194666/1703362994350321034711217779741633771817871575978103602847816739214310314580238562675508685899778234289817932589823275153986455093637054717525,1.1889942266335725,10377510777902815000445182284100364816725070889028143305852497550370988764917777908137576284628280861875797372445620275013923933685044791485224023919/8727974068709237070945099721991620231246532147678219605469716145964992765358446667038175539255143080041061232780546407897671360360323084712737704150,97355354,513,0.026883403458417707,0.0047543072948181119,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,"PDT--PROS, omitting PTB",7,22,7,24,PDT,PROS,PTB,15,"PDT, PSB, PPS, PV, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS",1,49814476,97355354,0.5116768000247834,267,513,257,0.52046783625731,262.49019841271388,4.5098015872860984,-5.49019841271388,1.0171808380448375,true,true,false,,true,false,672495426/2561983,11554035/2561983,228016487/224165142,3.2881026698683784,22403329637913145856701350450660210242513568925856538436429772902795936410104313209990045978310508174264013951525551743397787755411456588230623/6813451977401284138844871118966535087271486303912414411391266956857241258320954250702034743599112937159271730359293100615945820374548218870100,1.2216989174177197,21325912941984010823769204547394712809317166400051961130739438243048213950316067975340156033110286181065584891510547427569665099738933445727939648091/17455948137418474141890199443983240462493064295356439210939432291929985530716893334076351078510286160082122465561092815795342720720646169425475408300,97355354,513,0.01252657314349882,0.0046542649013386773,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PPL|PRTB|PROS|PRP,"PDT--PRP, omitting PSD",7,23,7,25,PDT,PRP,PSD,16,"PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSDB, PTN, PPL, PRTB, PROS, PRP",1,48485541,97355354,0.498026446496204,259,513,257,0.5048732943469786,255.48756705255266,3.5124329474473486,1.5124329474473654,1.0137479603722745,false,true,true,0.1973553503796026,true,true,1309109607/5123966,17997587/5123966,1327107194/1309109607,1.5136918559853976,6875644512893284313058373334703971335417791409675248947848997174067110744650295141325111442870056720719051805868260126304994277962328922227293/4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400,1.998741091461951,23259947221791339842637985331297637180079376302190016257865688705079836788628885586285694135244019542265216771840190262440498007922340045781908680881/11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200,97355354,513,0.00592471826886996,0.0078232421034046592,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR,"PDT--PR, omitting PMDB",7,24,7,26,PDT,PR,PMDB,17,"PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR",1,49297064,97355354,0.5063621257029172,264,513,257,0.5146198830409356,259.76377048559652,4.2362295144034912,-2.763770485596524,1.0163080074888211,true,true,false,,true,false,665510364/2561983,10853148/2561983,56363626/55459197,7.2937761399170586,5231136154025283229363905081438039934097501838737381494110156778254074889433518898670080828559302063865803078362807629697649344483527970203983/717205471305398330404723275680687903923314347780254148567501784932341185086416236916003657220959256543081234774662431643783770565741917775800,-3.0575466255135675,-5618144770810915924980064022250567301389408786331343100407736931086840679217286839719018431034506866257072751081022958885804218579901676262522759889/1837468224991418330725284151998235838157164662669098864309413925466314266391251929902773797737924858956012891111693980610036075865331175728997411400,97355354,513,0.028078496575108372,-0.011770489086287358,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PDT|PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PTN|PPL|PRTB|PROS|PRP|PR,"PDT--PR, omitting PSDB",7,24,7,26,PDT,PR,PSDB,17,"PDT, PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PTN, PPL, PRTB, PROS, PRP, PR",1,49000298,97355354,0.503313849590645,275,513,257,0.5360623781676414,258.20000484000087,16.79999515999911,-1.2000048400008723,1.0650658204689407,true,true,false,,true,false,661504023/2561983,43041302/2561983,704545325/661504023,10.62152486583985,5169232114298103110173811759961636539317450842179882876201410713567594730927250094765859777170789156126559858226725341795675687723427902863021/486675141242948867060347937069038220519391878850886743670804782632660089880068160764431053114222352654233695025663792901138987169610587062150,6.1784702941592586,7703646930244620457189855010243675433007602052967886431312578408158630940349968508507906085771934861160781840916212589373668705280603511278579788657/1246853438387033867277871388855945747320933163954031372209959449423570395051206666719739362750734725720151604682935201128238765765760440673248243450,97355354,513,0.041136811257698094,0.023929009211242577,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PHS|PMDB|PSD|PSDB|PTN,"PSB--PTN, omitting PMN",8,19,8,21,PSB,PTN,PMN,11,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PHS, PMDB, PSD, PSDB, PTN",1,47159289,97355354,0.48440365180121475,257,513,257,0.5009746588693957,248.49907337402317,8.500926625976831,8.500926625976831,1.034209087826987,false,true,true,1.559634819878525,true,true,1273300803/5123966,43558459/5123966,1316859262/1273300803,10.335469800517027,9389363619960532018080348988453884415724878154677740755995673237081364285443916741125005713633057729141318360178759620168289726693294074453289/908460263653504551845982815862204678302864840521655254852168927580965501109460566760271299146548391621236230714572413415459442716606429182680,-1.8345431745401952,-4269825401417159587329238342766852092320306640153712779961687260402697435869015839505645406854930586103881293918237521813445367995790750404975567027/2327459751655796552252026592531098728332408572714191894791924305590664737428919111210180143801371488010949662074812375439379029429419489256730054440,97355354,513,0.041591582858583991,-0.0073824950315970438,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PTB|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN,"PSB--PTN, omitting PT DO B",8,19,8,21,PSB,PTN,PT DO B,11,"PSB, PPS, PV, PTB, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN",1,46815265,97355354,0.48086995811242184,259,513,257,0.5048732943469786,246.68628851167242,12.313711488327597,10.313711488327584,1.0499164812224453,false,true,true,1.9130041887578173,true,true,1264012155/5123966,63095039/5123966,189586742/180573165,14.123749075706858,32077162022731484217427616164717251759963090001939361737529619077982354024320579923242475984379479822990911788879898587105020249684715894752483/2271150659133761379614957039655511695757162101304138137130422318952413752773651416900678247866370979053090576786431033538648606791516072956700,-1.810037587379262,-10531974084023485898068096644336270311368378556885338490585673923879972872595965152611751762098320999434258651173708855921410167944811736020734748139/5818649379139491380630066481327746820831021431785479736979810763976661843572297778025450359503428720027374155187030938598447573573548723141825136100,97355354,513,0.057253887765385744,-0.0073374065429405366,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PPL|PRTB,"PSB--PRTB, omitting PTN",8,21,8,23,PSB,PRTB,PTN,13,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PPL, PRTB",1,47500024,97355354,0.48790356203727636,257,513,257,0.5009746588693957,250.29452732512277,6.7054726748772335,6.705472674877228,1.0267903287640288,false,true,true,1.209643796272367,true,true,641250324/2561983,17179307/2561983,658429631/641250324,7.3178325137520641,99719400822230825969849332194529275745051343435408643207579042081462962650358429816680519935584296002481804277502563133714281637820506076061563/13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200,-0.61235983887483059,-21378643177673953379819168987417439480116564886265205381853232627380119940329285885498167736217169275064666463761816248076271726145855941721149318029/34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600,97355354,513,0.029236885807920551,-0.0024465570438917316,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,"PSB--PROS, omitting PHS",8,22,8,24,PSB,PROS,PHS,14,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS",1,49257255,97355354,0.5059532216379183,267,513,257,0.52046783625731,259.55400270025211,7.4459972997478907,-2.554002700252113,1.0286876612276596,true,true,false,,true,false,1329945885/5123966,38153037/5123966,456032974/443315295,7.6202886641490402,20793140114983928022106330678063439289982472808869087347817747867649989086438763722780865794834728255350252954939104339133798083968063363977/2728655177173121401219411741676625986091904807333766284097423691172303267249080596997210550099764892734990680960870284587883788696254793300,-0.17429136440114965,-1218430523743040752752012740365627741204200876943322817363398288218792024354113082172959384274719777917441793576111592045995445644555436330760341/6990768176779525086860312152175907273725696554007384545830769840580691041536601255136704476776245959183869629780173334319320272615396944103113900,97355354,513,0.02935916450862593,-0.00067150328096627872,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,"PSB--PROS, omitting PPS",8,22,8,24,PSB,PROS,PPS,14,"PSB, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS",1,48244634,97355354,0.49555193441133194,262,513,257,0.5107212475633528,254.21814235301326,7.7818576469867287,2.7818576469867082,1.0306109452887933,false,true,true,0.44480655886680864,true,true,651302559/2561983,19936987/2561983,671239546/651302559,7.0364859330706686,31961839329757775961460979197745869935358597712517924919928358874039800346052213915030901282978921289858632732416033727923617391815092988912699/4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400,0.7453717139160605,8674113320811647641899243142362285218717165697876759332214077501739143405359115319888191476119046190161588814733727245746269486006527932644035603683/11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200,97355354,513,0.027678929080126938,0.0029320162086662557,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,"PSB--PROS, omitting PV",8,22,8,24,PSB,PROS,PV,14,"PSB, PPS, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS",1,48195859,97355354,0.49505093474366085,264,513,257,0.5146198830409356,253.96112952349802,10.038870476501991,3.038870476501984,1.0395291613930751,false,true,true,0.49490652563391535,true,true,1301288193/5123966,51438831/5123966,450909008/433762731,8.9317332141411896,875624968769942603992398902954966182574520113324524088667594640717022061644028631315608815390181596054021445374790488351396885637848344045327/98035280250378189048127641999518490464337932430394451962464272760535845443466967636000499907900905570637003314522202886560371516180549911800,1.107137262360802,278073822054296813862086203031593730854278453092735540660538914625435079047355296211492195659231507194207663235431860296768713601900922177793549459/251164721401704663912089200632852380755295889141819269222150104919855906916789832144983468755543685756577301662749536917918600298138793804683099400,97355354,513,0.035169686128344188,0.004359475264730869,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PTB|PT DO B|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS,"PSB--PROS, omitting SOLIDARIEDADE",8,22,8,24,PSB,PROS,SOLIDARIEDADE,14,"PSB, PPS, PV, PTB, PT DO B, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS",1,47510622,97355354,0.4880124209707049,257,513,257,0.5009746588693957,250.35037195797162,6.6496280420283815,6.649628042028382,1.0265612868477971,false,true,true,1.1987579029295077,true,true,641393397/2561983,17036234/2561983,658429631/641393397,6.835407303976285,127247867244864472908561298757020711362138075168752335269504554883464588664653152261017862655176821231772272534813211034102423644391845855901/18615989009293126062417680652914030293091492633640476533855920647150932399784028007382608589068614582402381776937959291300398416323902237350,-0.18577926194790273,-8860527763853746704848388533091991201509340319090184068492701603708539579931826392815479365115117908220363996307476875715077922006536112820671783/47693847369995830988771036732194646072385421572012128991637793147349687242395883426438117700847776393667001272024843759003668635848760025752665050,97355354,513,0.027303363883652631,-0.00074207703585553691,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PTB|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSDB|PTN|PPL|PRTB|PROS|PRP|PR,"PSB--PR, omitting PSD",8,24,8,26,PSB,PR,PSD,16,"PSB, PPS, PV, PTB, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSDB, PTN, PPL, PRTB, PROS, PRP, PR",1,50592714,97355354,0.519670587402928,273,513,257,0.5321637426900585,266.59101133770207,6.4089886622979151,-9.59101133770207,1.0240405279613098,true,true,false,,true,false,683001639/2561983,16419720/2561983,233140453/227667213,6.7121679365545157,23788314122219433751298977650382223009510803819312440823753651093388301611913389486147095391918787401282988070286400662559858686674072241557/3544058245722384467539594860320694453717288064453791631412882682370476597306088036776090893939720643515876062605614096549256603575837825160,-0.3031792742566003,-2752812321333360851104972137754285716984688523740333552820112251820079134275981476674478720434360857950693122589909735275334798795043769104772331/9079816976550571725300493859028993738617978827233518445222071413227560744196043346723719676728367313436734702502519019919554080999035718816892280,97355354,513,0.025177772884667628,-0.0011372449233577134,all_valid_federal_deputy_votes
2014,all_parties,32,32,1,PSB|PPS|PV|PT DO B|SOLIDARIEDADE|PMN|PHS|PMDB|PSD|PSDB|PTN|PPL|PRTB|PROS|PRP|PR,"PSB--PR, omitting PTB",8,24,8,26,PSB,PR,PTB,16,"PSB, PPS, PV, PT DO B, SOLIDARIEDADE, PMN, PHS, PMDB, PSD, PSDB, PTN, PPL, PRTB, PROS, PRP, PR",1,52646474,97355354,0.540766088735089,284,513,257,0.5536062378167641,277.41300352110062,6.5869964788993522,-20.413003521100677,1.0237443681272798,true,true,false,,true,false,710727399/2561983,16875773/2561983,727603172/710727399,7.2736367110047091,1415959269471245971990867126623270602723963535022412707204651650295282233471467289934644012357397521878529568749219218796431200418835456425833/194670056497179546824139174827615288207756751540354697468321913053064035952027264305772421245688941061693478010265517160455594867844234824860,-0.68664023210535674,-342455893734173996612034098869516953454868491134899760883219753369212437165679179633411100108818577327402689651098364502284000572945012897192790059/498741375354813546911148555542378298928373265581612548883983779769428158020482666687895745100293890288060641873174080451295506306304176269299297380,97355354,513,0.026219523305263736,-0.0024751551779840391,all_valid_federal_deputy_votes
