administration_id,start_inclusive,end_exclusive,comparison_status,comparison_basis,change_dimensions,explanation_decision_ids,evidence_ids,prior_party_ids,prior_source_labels_raw,prior_labels_under_dated_convention,primary_party_ids,primary_labels,label_normalization,added_party_ids,removed_party_ids,prior_source_period_ids,new_period_ids
bolsonaro,2022-03-24,2022-03-27,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C065;R16;R20;R21;R25,AFF-010;AFF-011;AFF-024;AFF-025;AFF-026;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E17;BOL-E18;BOL-E21;BOL-E22;C065;LEG-342db9e7f38f;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PL;PP;PSC;REPUBLICANOS;UNIAO,PL;PP;PSC;REPUBLICANOS;UNIAO,true,,PATRIOTA;PSD;PSDB,2022.1,bolsonaro-2022-03-24
bolsonaro,2022-03-27,2022-03-28,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C065;R16;R18;R20;R21;R23;R25,AFF-010;AFF-011;AFF-012;AFF-015;AFF-016;AFF-024;AFF-025;AFF-026;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E17;BOL-E18;BOL-E19;BOL-E21;BOL-E22;C065;LEG-342db9e7f38f;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PL;PP;PSC;UNIAO,PL;PP;PSC;UNIAO,true,,PATRIOTA;PSD;PSDB;REPUBLICANOS,2022.1,bolsonaro-2022-03-27
bolsonaro,2022-03-28,2022-03-30,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C065;R16;R20;R21;R25,AFF-010;AFF-011;AFF-024;AFF-025;AFF-026;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E17;BOL-E18;BOL-E21;BOL-E22;C065;LEG-342db9e7f38f;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSC;PSD;PSDB;REPUBLICANOS;UNIAO,PL;PP;PSC;REPUBLICANOS;UNIAO,PL;PP;PSC;REPUBLICANOS;UNIAO,true,,PATRIOTA;PSD;PSDB,2022.1,bolsonaro-2022-03-28
bolsonaro,2022-03-30,2022-03-31,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C065;R16;R20;R21;R25,AFF-010;AFF-011;AFF-024;AFF-025;AFF-026;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E17;BOL-E18;BOL-E21;BOL-E22;C065;LEG-342db9e7f38f;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910,PATRIOTA;PL;PP;PSD;PSDB;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSD;PSDB;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSD;PSDB;REPUBLICANOS;UNIAO,PL;PP;REPUBLICANOS;UNIAO,PL;PP;REPUBLICANOS;UNIAO,true,,PATRIOTA;PSD;PSDB,2022.2,bolsonaro-2022-03-30
bolsonaro,2022-03-31,2022-04-01,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C061;C065;R14;R16;R20;R21;R22;R23;R24;R25;R26,AFF-010;AFF-011;AFF-012;AFF-024;AFF-025;AFF-026;AFF-032;AFF-044;BOL-E07;BOL-E08;BOL-E09;BOL-E10;BOL-E11;BOL-E12;BOL-E13;BOL-E17;BOL-E18;BOL-E20;BOL-E21;BOL-E22;C061;C065;LEG-342db9e7f38f;LEG-5b2c802041f5;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,PATRIOTA;PL;PP;PSD;PSDB;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSD;PSDB;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSD;PSDB;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS,PP;PSD;REPUBLICANOS,true,,PATRIOTA;PL;PSDB;UNIAO,2022.2,bolsonaro-2022-03-31
bolsonaro,2022-04-01,2022-04-02,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C061;C065;R14;R20;R21;R22;R23;R24;R25;R26,AFF-010;AFF-011;AFF-012;AFF-026;AFF-032;AFF-044;BOL-E07;BOL-E08;BOL-E09;BOL-E10;BOL-E11;BOL-E17;BOL-E18;BOL-E20;BOL-E21;BOL-E22;C061;C065;LEG-342db9e7f38f;LEG-5b2c802041f5;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910;OFF-026;OFF-027;OFF-028,PATRIOTA;PL;PP;PSD;REPUBLICANOS;UNIAO,PATRIOTA;PL;PP;PSD;REPUBLICANOS;UNIÃO,PATRIOTA;PL;PP;PSD;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS,PP;PSD;REPUBLICANOS,true,,PATRIOTA;PL;UNIAO,2022.3,bolsonaro-2022-03-31
bolsonaro,2022-04-02,2022-05-11,membership_corrected,previous_continuous_reconstruction,date;label_normalization;organizational_event;personal_affiliation,C061;C065;R14;R20;R25;R26,AFF-010;AFF-011;AFF-012;AFF-044;BOL-E07;BOL-E08;BOL-E09;BOL-E10;BOL-E11;BOL-E17;BOL-E18;BOL-E21;BOL-E22;C061;C065;LEG-342db9e7f38f;LEG-5b2c802041f5;LEG-8c8c4650eaeb;LEG-ba6b7e4f1910,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIÃO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS,PP;PSD;REPUBLICANOS,true,,PATRIOTA;UNIAO,2022.4,bolsonaro-2022-03-31
bolsonaro,2022-05-11,2022-12-21,membership_corrected,previous_continuous_reconstruction,label_normalization;organizational_event;personal_affiliation,C065;R20,AFF-010;AFF-011;BOL-E09;BOL-E10;BOL-E11;C065;LEG-ba6b7e4f1910,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIÃO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS;UNIAO,true,,PATRIOTA,2022.4,bolsonaro-2022-05-11
bolsonaro,2022-12-21,2022-12-30,unassessable_current_dependency,previous_continuous_reconstruction,label_normalization,,,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIÃO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS;UNIAO,PP;PSD;REPUBLICANOS;UNIAO,true,,,2022.4,bolsonaro-2022-05-11
bolsonaro,2022-12-30,2023-01-01,unassessable_current_dependency,previous_continuous_reconstruction,label_normalization,,,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIÃO,PATRIOTA;PP;PSD;REPUBLICANOS;UNIAO,NOVO;PSD;REPUBLICANOS;UNIAO,NOVO;PSD;REPUBLICANOS;UNIAO,true,,,2022.4,bolsonaro-2022-12-30
lula_3,2023-01-01,2023-09-13,retained_membership,previous_continuous_reconstruction,label_normalization,,,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIAO,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIÃO,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIAO,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIAO,MDB;PCdoB;PDT;PSB;PSD;PSOL;PT;REDE;UNIAO,true,,,2023.1,lula_3-2023-01-01
lula_3,2023-09-13,2023-12-04,retained_membership,previous_continuous_reconstruction,label_normalization,,,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIÃO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,MDB;PCdoB;PDT;PP;PSB;PSD;PSOL;PT;REDE;REPUBLICANOS;UNIAO,true,,,2023.2,lula_3-2023-09-13
