period_id,party_id,membership_status,exhaustive_primary
lula_3-2025-12-19,REPUBLICANOS,definitely_represented_core,true
lula_3-2025-12-23,MDB,definitely_represented_core,true
lula_3-2025-12-23,PCdoB,definitely_represented_core,true
lula_3-2025-12-23,PDT,definitely_represented_core,true
lula_3-2025-12-23,PP,definitely_represented_core,true
lula_3-2025-12-23,PSB,definitely_represented_core,true
lula_3-2025-12-23,PSD,definitely_represented_core,true
lula_3-2025-12-23,PSOL,definitely_represented_core,true
lula_3-2025-12-23,PT,definitely_represented_core,true
lula_3-2025-12-23,REDE,definitely_represented_core,true
lula_3-2025-12-23,REPUBLICANOS,definitely_represented_core,true
