period,start_date,end_date,minister,office,raw_party,canonical_party_at_date,source_url_or_page,notes
2022.1,2022-02-08,2022-03-31,Walter Braga Netto,Ministério da Defesa,PL,PL,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.1,2022-02-08,2022-03-31,Anderson Torres,Ministério da Justiça e Segurança Pública,PSL / UNIÃO,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,"Resolved to PSL because the alternative token UNIÃO is only valid from 2022 onward in processing/Processing/data/party_aliases.csv, so it cannot be the 2021-03-29 start-date party. | periodization_party=PSL"
2022.1,2022-02-08,2022-03-31,Ciro Nogueira,Casa Civil,PP,PP,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.2,2022-04-01,2022-04-01,Augusto Heleno,Gabinete de Segurança Institucional,Patriota,PATRIOTA,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.2,2022-04-01,2022-04-01,Fábio Faria,Ministério das Comunicações,PSD / PP,PSD,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,"Resolved to PSD from processing/Processing/data/raw/electionsBR/2018/candidate.csv, the latest pre-posse election record in the repo. | periodization_party=PSD"
2022.2,2022-04-01,2022-04-01,Walter Braga Netto,Ministério da Defesa,PL,PL,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.2,2022-04-01,2022-04-01,Anderson Torres,Ministério da Justiça e Segurança Pública,PSL / UNIÃO,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,"Resolved to PSL because the alternative token UNIÃO is only valid from 2022 onward in processing/Processing/data/party_aliases.csv, so it cannot be the 2021-03-29 start-date party. | periodization_party=PSL"
2022.2,2022-04-01,2022-04-01,Ciro Nogueira,Casa Civil,PP,PP,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.2,2022-04-01,2022-04-01,Cristiane Britto,"Ministério da Mulher, da Família e dos Direitos Humanos",Republicanos,REPUBLICANOS,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.2,2022-04-01,2022-04-01,Marcos Montes,"Ministério da Agricultura, Pecuária e Abastecimento",PSD,PSD,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.3,2022-04-02,2022-12-31,Augusto Heleno,Gabinete de Segurança Institucional,Patriota,PATRIOTA,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.3,2022-04-02,2022-12-31,Fábio Faria,Ministério das Comunicações,PSD / PP,PSD,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,"Resolved to PSD from processing/Processing/data/raw/electionsBR/2018/candidate.csv, the latest pre-posse election record in the repo. | periodization_party=PSD"
2022.3,2022-04-02,2022-12-31,Anderson Torres,Ministério da Justiça e Segurança Pública,PSL / UNIÃO,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,"Resolved to PSL because the alternative token UNIÃO is only valid from 2022 onward in processing/Processing/data/party_aliases.csv, so it cannot be the 2021-03-29 start-date party. | periodization_party=PSL"
2022.3,2022-04-02,2022-12-31,Ciro Nogueira,Casa Civil,PP,PP,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.3,2022-04-02,2022-12-31,Cristiane Britto,"Ministério da Mulher, da Família e dos Direitos Humanos",Republicanos,REPUBLICANOS,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2022.3,2022-04-02,2022-12-31,Marcos Montes,"Ministério da Agricultura, Pecuária e Abastecimento",PSD,PSD,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Jair_Bolsonaro#Gabinete_de_ministros,
2023.1,2023-01-01,2023-09-12,Juscelino Filho,Comunicações,UNIÃO / MA,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=UNIÃO
2023.1,2023-01-01,2023-09-12,Fernando Haddad,Fazenda,PT / SP,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.1,2023-01-01,2023-09-12,Flávio Dino,Justiça e Segurança Pública,PSB / MA,PSB,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PSB
2023.1,2023-01-01,2023-09-12,Cida Gonçalves,Mulheres,PT / MS,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.1,2023-01-01,2023-09-12,Márcio França,Portos e Aeroportos,PSB / SP,PSB,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PSB
2023.1,2023-01-01,2023-09-12,Carlos Lupi,Previdência Social,PDT / RJ,PDT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PDT
2023.1,2023-01-01,2023-09-12,Paulo Pimenta,Secretaria de Comunicação Social,PT / RS,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.1,2023-01-01,2023-09-12,Alexandre Padilha,Secretaria de Relações Institucionais,PT / SP,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.1,2023-01-01,2023-09-12,Márcio Macêdo,Secretaria-Geral da Presidência da República,PT / SE,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.1,2023-01-01,2023-09-12,Daniela Carneiro,Turismo,UNIÃO / RJ,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=UNIÃO
2023.2,2023-09-13,2025-12-23,Juscelino Filho,Comunicações,UNIÃO / MA,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=UNIÃO
2023.2,2023-09-13,2025-12-23,Fernando Haddad,Fazenda,PT / SP,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.2,2023-09-13,2025-12-23,Flávio Dino,Justiça e Segurança Pública,PSB / MA,PSB,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PSB
2023.2,2023-09-13,2025-12-23,Cida Gonçalves,Mulheres,PT / MS,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.2,2023-09-13,2025-12-23,Carlos Lupi,Previdência Social,PDT / RJ,PDT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PDT
2023.2,2023-09-13,2025-12-23,Paulo Pimenta,Secretaria de Comunicação Social,PT / RS,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.2,2023-09-13,2025-12-23,Alexandre Padilha,Secretaria de Relações Institucionais,PT / SP,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.2,2023-09-13,2025-12-23,Márcio Macêdo,Secretaria-Geral da Presidência da República,PT / SE,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
2023.2,2023-09-13,2025-12-23,Celso Sabino,Turismo,UNIÃO / PA,UNIÃO,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=UNIÃO
2025.1,2025-12-24,2026-03-19,Fernando Haddad,Fazenda,PT / SP,PT,https://pt.wikipedia.org/wiki/Lista_de_membros_do_gabinete_de_Lula_(2023%E2%80%93presente)#Lista_de_ministros,periodization_party=PT
