election_year,start_index,end_index,start_party,end_party,interval_size,vote_share,seat_share,seats,seat_diff,majority_status,coalition_inversion,minimal_ideological_interval_inversion
2014,7,12,PDT,PT DO B,6,0.18985157200496647,0.19103313840155944,98,0.6061435614521997,neither,false,false
2014,7,13,PDT,SOLIDARIEDADE,7,0.2174792359134147,0.2202729044834308,113,1.4331519764182588,neither,false,false
2014,7,14,PDT,PMN,8,0.22229122601721524,0.22612085769980506,116,1.964601053168579,neither,false,false
2014,7,15,PDT,PHS,9,0.23197808925845004,0.23586744639376217,121,1.9952402104151332,neither,false,false
2014,7,16,PDT,PMDB,10,0.3428291986899868,0.36257309941520466,186,10.128621072036765,neither,false,false
2014,7,17,PDT,PSD,11,0.40412991564901507,0.4327485380116959,222,14.681353272055276,neither,false,false
2014,7,18,PDT,PSDB,12,0.518029301192824,0.5380116959064327,276,10.250968488081298,votes+seats,false,false
2014,7,19,PDT,PTN,13,0.5254575726775129,0.5458089668615984,280,10.440265216435876,votes+seats,false,false
2014,7,20,PDT,PPL,14,0.5269084841497264,0.5458089668615984,280,9.695947631190393,votes+seats,false,false
2014,7,21,PDT,PRTB,15,0.5315737642944629,0.5477582846003899,281,8.302658916940516,votes+seats,false,false
2014,7,22,PDT,PROS,16,0.5518820156516507,0.5692007797270955,292,8.88452597070318,votes+seats,false,false
2014,7,23,PDT,PRP,17,0.5593271634552323,0.5750487329434698,295,8.065165147465848,votes+seats,false,false
2014,7,24,PDT,PR,18,0.6172132351344539,0.6413255360623782,329,12.36961037602515,votes+seats,false,false
2014,7,25,PDT,PRB,19,0.6626634730330291,0.682261208576998,350,10.053638334056075,votes+seats,false,false
2014,7,26,PDT,PTC,20,0.6661364920926691,0.6861598440545809,352,10.271979556460735,votes+seats,false,false
2014,7,27,PDT,PSDC,21,0.6713743755684972,0.6900584795321637,354,9.584945333360906,votes+seats,false,false
2014,7,28,PDT,PSL,22,0.679681160627283,0.6920077972709552,355,6.323564598203802,votes+seats,false,false
2014,7,29,PDT,PP,23,0.7457257153006706,0.7660818713450293,393,10.442708050755982,votes+seats,false,false
2014,7,30,PDT,PSC,24,0.7716145945091012,0.7914230019493177,406,10.161713016831072,votes+seats,false,false
2014,7,31,PDT,PEN,25,0.7784758812545636,0.7953216374269005,408,8.641872916408886,votes+seats,false,false
2014,7,32,PDT,DEM,26,0.8204405686820264,0.8362573099415205,429,8.11398826612043,votes+seats,false,false
2014,8,8,PSB,PSB,1,0.06438144120969454,0.06627680311890838,34,0.9723206594266998,neither,false,false
