old_period,new_period,change_date,entered_contemporaneous_parties,left_contemporaneous_parties,change_status,old_composition_status,new_composition_status,raw_minister_events,decision_ids,data_version,release_metadata_sha256
bolsonaro-2022-12-30,lula_3-2023-01-01,2023-01-01,MDB;PCdoB;PDT;PSB;PSOL;PT;REDE,NOVO;REPUBLICANOS,identified_set_difference,primary_provisional,primary_adjudicated,"service_end:service-C036-jonathas-assuncao-salvador-nery-de-castro:Jonathas Assunção Salvador Nery de Castro:Casa Civil | service_end:service-C044-helder-melillo-lopes-cunha-silva:Helder Melillo Lopes Cunha Silva:Ministério do Desenvolvimento Regional | service_end:service-df493137b62f:José Carlos Oliveira:Trabalho | service_end:service-jair_bolsonaro-0-11:Maria Estella Dantas Antonichelli:Ministério das Comunicações | service_end:service-jair_bolsonaro-0-14:Anderson Torres:Ministério da Justiça e Segurança Pública | service_end:service-jair_bolsonaro-0-16:Marcos Montes:Ministério da Agricultura, Pecuária e Abastecimento | service_end:service-jair_bolsonaro-0-17:Augusto Heleno:Gabinete de Segurança Institucional | service_end:service-jair_bolsonaro-0-20:Paulo Sérgio Nogueira de Oliveira:Ministério da Defesa | service_end:service-jair_bolsonaro-0-22:Carlos França:Ministério das Relações Exteriores | service_end:service-jair_bolsonaro-0-24:Wagner Rosário:Controladoria-Geral da União | service_end:service-jair_bolsonaro-0-28:Marcelo Queiroga:Ministério da Saúde | service_end:service-jair_bolsonaro-0-32:Bruno Bianco Leal:Advocacia-Geral da União | service_end:service-jair_bolsonaro-0-38:Luiz Eduardo Ramos:Secretaria-Geral da Presidência da República | service_end:service-jair_bolsonaro-0-44:Victor Godoy Veiga:Ministério da Educação | service_end:service-jair_bolsonaro-0-48:Célio Faria Júnior:Secretaria de Governo | service_end:service-jair_bolsonaro-0-50:Marcelo Sampaio:Ministério da Infraestrutura | service_end:service-jair_bolsonaro-0-57:Ronaldo Vieira Bento:Ministério da Cidadania | service_end:service-jair_bolsonaro-0-5:Paulo Guedes:Ministério da Economia | service_end:service-jair_bolsonaro-0-60:Carlos Alberto Gomes de Brito:Ministério do Turismo | service_end:service-jair_bolsonaro-0-62:Adolfo Sachsida:Ministério de Minas e Energia | service_end:service-jair_bolsonaro-0-64:Cristiane Britto:Ministério da Mulher, da Família e dos Direitos Humanos | service_end:service-jair_bolsonaro-0-66:Joaquim Alvaro Pereira Leite:Ministério do Meio Ambiente | service_end:service-jair_bolsonaro-0-9:Paulo César Alvim:Ministério da Ciência, Tecnologia e Inovações | service_start:service-lula_2023_presente-2-10:Paulo Teixeira:Desenvolvimento Agrário e Agricultura Familiar | service_start:service-lula_2023_presente-2-11:Geraldo Alckmin:Desenvolvimento, Indústria, Comércio e Serviços | service_start:service-lula_2023_presente-2-12:Wellington Dias:Desenvolvimento e Assistência Social, Família e Combate à Fome | service_start:service-lula_2023_presente-2-13:Silvio Almeida:Direitos Humanos e Cidadania | service_start:service-lula_2023_presente-2-16:Camilo Santana:Educação | service_start:service-lula_2023_presente-2-18:Ana Moser:Esporte | service_start:service-lula_2023_presente-2-20:Fernando Haddad:Fazenda | service_start:service-lula_2023_presente-2-22:Esther Dweck:Gestão e da Inovação em Serviços Públicos | service_start:service-lula_2023_presente-2-23:Anielle Franco:Igualdade Racial | service_start:service-lula_2023_presente-2-24:Waldez Góes:Integração e Desenvolvimento Regional | service_start:service-lula_2023_presente-2-25:Flávio Dino:Justiça e Segurança Pública | service_start:service-lula_2023_presente-2-29:Marina Silva:Meio Ambiente e Mudança do Clima | service_start:service-lula_2023_presente-2-2:Carlos Fávaro:Agricultura e Pecuária | service_start:service-lula_2023_presente-2-30:Alexandre Silveira:Minas e Energia | service_start:service-lula_2023_presente-2-31:Cida Gonçalves:Mulheres | service_start:service-lula_2023_presente-2-33:André de Paula:Pesca e Aquicultura | service_start:service-lula_2023_presente-2-34:Simone Tebet:Planejamento e Orçamento | service_start:service-lula_2023_presente-2-35:Márcio França:Portos e Aeroportos | service_start:service-lula_2023_presente-2-37:Sônia Guajajara:Povos Indígenas | service_start:service-lula_2023_presente-2-38:Carlos Lupi:Previdência Social | service_start:service-lula_2023_presente-2-3:Jader Barbalho Filho:Cidades | service_start:service-lula_2023_presente-2-40:Mauro Vieira:Relações Exteriores | service_start:service-lula_2023_presente-2-41:Nísia Trindade:Saúde | service_start:service-lula_2023_presente-2-43:Luiz Marinho:Trabalho e Emprego | service_start:service-lula_2023_presente-2-44:Renan Filho:Transportes | service_start:service-lula_2023_presente-2-45:Daniela Carneiro:Turismo | service_start:service-lula_2023_presente-2-49:Jorge Messias:Advocacia-Geral da União | service_start:service-lula_2023_presente-2-4:Luciana Santos:Ciência, Tecnologia e Inovação | service_start:service-lula_2023_presente-2-50:Vinícius Marques de Carvalho:Controladoria-Geral da União | service_start:service-lula_2023_presente-2-51:Rui Costa:Casa Civil | service_start:service-lula_2023_presente-2-52:Gonçalves Dias:Gabinete de Segurança Institucional | service_start:service-lula_2023_presente-2-56:Márcio Macêdo:Secretaria-Geral da Presidência da República | service_start:service-lula_2023_presente-2-58:Paulo Pimenta:Secretaria de Comunicação Social | service_start:service-lula_2023_presente-2-5:Juscelino Filho:Comunicações | service_start:service-lula_2023_presente-2-62:Alexandre Padilha:Secretaria de Relações Institucionais | service_start:service-lula_2023_presente-2-8:Margareth Menezes:Cultura | service_start:service-lula_2023_presente-2-9:José Múcio:Defesa | affiliation_end:affiliation-170b4b064d8f:UNAFFILIATED: | affiliation_end:affiliation-173dac1efde4:UNAFFILIATED: | affiliation_end:affiliation-1ff82b1cd2c5:UNAFFILIATED: | affiliation_end:affiliation-20ee72e20ccc:PARTY:REPUBLICANOS | affiliation_end:affiliation-21245128bf6f:UNAFFILIATED: | affiliation_end:affiliation-23c362e943ca:PARTY:PSB | affiliation_end:affiliation-2d168441b52e:UNAFFILIATED: | affiliation_end:affiliation-3abb361cc0b0:UNAFFILIATED: | affiliation_end:affiliation-49705e8c67b1:UNKNOWN: | affiliation_end:affiliation-51cf0912575d:UNAFFILIATED: | affiliation_end:affiliation-66214824b17e:PARTY:UNIAO | affiliation_end:affiliation-7659aa9e6014:UNAFFILIATED: | affiliation_end:affiliation-76841ffb1b2c:UNAFFILIATED: | affiliation_end:affiliation-7d9b15c431f8:UNAFFILIATED: | affiliation_end:affiliation-880fc068e5ce:UNAFFILIATED: | affiliation_end:affiliation-8def2e98c4c4:UNAFFILIATED: | affiliation_end:affiliation-91bb99c33095:UNAFFILIATED: | affiliation_end:affiliation-9be8f2d57a25:UNAFFILIATED: | affiliation_end:affiliation-C036-jonathas-assuncao-salvador-nery-de-castro-2022-12-30:UNKNOWN: | affiliation_end:affiliation-C044-helder-melillo-lopes-cunha-silva-2022-12-30:PARTY:NOVO | affiliation_end:affiliation-a111766803f9:PARTY:PP | affiliation_end:affiliation-a5a55f674fc5:UNAFFILIATED: | affiliation_end:affiliation-b460623960a1:UNAFFILIATED: | affiliation_end:affiliation-ba139ab01c35:UNAFFILIATED: | affiliation_end:affiliation-c73c38b305e8:UNAFFILIATED: | affiliation_end:affiliation-c7bd6a5e7b1c:UNAFFILIATED: | affiliation_end:affiliation-cbf6a26ba015:PARTY:PSD | affiliation_start:affiliation-017d672040b0:UNAFFILIATED: | affiliation_start:affiliation-03c9fed66d5d:PARTY:PSB | affiliation_start:affiliation-09d1f6259269:PARTY:REDE | affiliation_start:affiliation-0e1f4321662d:PARTY:PT | affiliation_start:affiliation-11634b1466ac:UNAFFILIATED: | affiliation_start:affiliation-15b98927b738:UNAFFILIATED: | affiliation_start:affiliation-23117927af6d:PARTY:MDB | affiliation_start:affiliation-25ce9907d287:PARTY:PT | affiliation_start:affiliation-32357545734c:PARTY:PSB | affiliation_start:affiliation-33e0643beee0:UNAFFILIATED: | affiliation_start:affiliation-4a283cc0a199:UNAFFILIATED: | affiliation_start:affiliation-4b9ed27b1ca1:UNAFFILIATED: | affiliation_start:affiliation-4d1f83056735:PARTY:PSB | affiliation_start:affiliation-58fa25c5e787:PARTY:PT | affiliation_start:affiliation-61c96e16970e:PARTY:PT | affiliation_start:affiliation-7a8a481bf349:UNAFFILIATED: | affiliation_start:affiliation-9af82354ae39:UNAFFILIATED: | affiliation_start:affiliation-9e265f24c459:PARTY:PSD | affiliation_start:affiliation-a198796370f1:PARTY:PSOL | affiliation_start:affiliation-b0b11d18926e:PARTY:MDB | affiliation_start:affiliation-b4a5bfd222ea:PARTY:PT | affiliation_start:affiliation-b82239160ecd:UNAFFILIATED: | affiliation_start:affiliation-c26dca6ad1e7:PARTY:PDT | affiliation_start:affiliation-c7e9e8691f3f:PARTY:UNIAO | affiliation_start:affiliation-c9cbe3bd838f:PARTY:PCdoB | affiliation_start:affiliation-cb4f91ba02c2:PARTY:MDB | affiliation_start:affiliation-cfaa63900d22:PARTY:PT | affiliation_start:affiliation-d6416c0874e3:PARTY:PDT | affiliation_start:affiliation-d7b373e5a258:PARTY:PSD | affiliation_start:affiliation-df5b36b41551:PARTY:PT | affiliation_start:affiliation-e01d874b01f1:PARTY:UNIAO | affiliation_start:affiliation-e029d75a963e:UNAFFILIATED: | affiliation_start:affiliation-e4d954cf8b7a:PARTY:PT | affiliation_start:affiliation-e59294a899c0:PARTY:PT | affiliation_start:affiliation-ea3c15cc1fb5:PARTY:PSD | affiliation_start:affiliation-f502a06a7d7c:UNAFFILIATED: | affiliation_start:affiliation-fc4f41ad7a8c:PARTY:PT",ATLAS-706;C038;C064;C070;C073;OFF-037;OFF-038;OFF-039;OFF-041;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R27;R28;R29,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2023-01-01,lula_3-2023-09-13,2023-09-13,PP;REPUBLICANOS,,identified_set_difference,primary_adjudicated,primary_adjudicated,"service_end:service-lula_2023_presente-2-18:Ana Moser:Esporte | service_end:service-lula_2023_presente-2-35:Márcio França:Portos e Aeroportos | service_start:service-lula_2023_presente-2-17:Márcio França:Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte | service_start:service-lula_2023_presente-2-19:André Fufuca:Esporte | service_start:service-lula_2023_presente-2-36:Sílvio Costa Filho:Portos e Aeroportos | affiliation_end:affiliation-32357545734c:PARTY:PSB | affiliation_end:affiliation-f502a06a7d7c:UNAFFILIATED: | affiliation_start:affiliation-462c7a44cd52:PARTY:REPUBLICANOS | affiliation_start:affiliation-8934ca8cc30e:PARTY:PSB | affiliation_start:affiliation-e8ad9dbd1791:PARTY:PP",C064;C073;C074;OFF-037;OFF-038;OFF-039;OFF-041;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R27;R28,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2023-09-13,lula_3-2023-12-04,2023-12-04,PSDB,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-vacancy-0:Carlos Henrique Menezes Sobral:Turismo | service_start:service-C073-vacancy-1:Ana Carla Machado Lopes:Turismo,C064;C073;C075;OFF-037;OFF-038;OFF-039;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28;V5W7D001;V5W7D003,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2023-12-04,lula_3-2023-12-06,2023-12-06,,PSDB,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-vacancy-1:Ana Carla Machado Lopes:Turismo | service_start:service-C073-sabino-1:Celso Sabino:Turismo,C011;C064;C073;OFF-037;OFF-038;OFF-039;OFF-041;OFF-042;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R27;R28;V5W7D001,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2023-12-06,lula_3-2024-12-03,2024-12-03,PSDB,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-sabino-1:Celso Sabino:Turismo | service_start:service-C073-vacancy-2:Ana Carla Machado Lopes:Turismo,C064;C073;C075;OFF-042;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28;V5W7D003,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2024-12-03,lula_3-2024-12-06,2024-12-06,,PSDB,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-vacancy-2:Ana Carla Machado Lopes:Turismo | service_start:service-C073-sabino-2:Celso Sabino:Turismo,C064;C073;C074;OFF-041;OFF-042;OFFICE-ADJUDICATION;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R27;R28,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2024-12-06,lula_3-2025-10-08,2025-10-08,PSDB,UNIAO,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-sabino-3:Celso Sabino:Turismo | service_start:service-C073-vacancy-4:Ana Carla Machado Lopes:Turismo,C064;C073;C075;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28;V5W7D003,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2025-10-08,lula_3-2025-10-09,2025-10-09,UNIAO,PSDB,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-vacancy-4:Ana Carla Machado Lopes:Turismo | service_start:service-C073-sabino-4:Celso Sabino:Turismo,C064;C073;OFF-041;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R27;R28,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2025-10-09,lula_3-2025-11-13,2025-11-13,PSDB,UNIAO,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-sabino-4:Celso Sabino:Turismo | service_start:service-C073-vacancy-5:Ana Carla Machado Lopes:Turismo,C064;C073;C075;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28;V5W7D002;V5W7D003,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2025-11-13,lula_3-2025-11-17,2025-11-17,UNIAO,PSDB,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-vacancy-5:Ana Carla Machado Lopes:Turismo | service_start:service-C073-sabino-5:Celso Sabino:Turismo,C064;C073;OFF-041;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R27;R28;V5W7D002,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2025-11-17,lula_3-2025-12-08,2025-12-08,,UNIAO,identified_set_difference,primary_adjudicated,primary_adjudicated,affiliation_end:affiliation-caf93607eaeb:PARTY:UNIAO | affiliation_start:affiliation-b70bb8b61f90:UNAFFILIATED:,C064;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2025-12-08,lula_3-2025-12-19,2025-12-19,PSDB,,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-sabino-5:Celso Sabino:Turismo | service_start:service-C073-vacancy-6:Ana Carla Machado Lopes:Turismo,C064;C073;C075;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28;V5W7D003,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
lula_3-2025-12-19,lula_3-2025-12-23,2025-12-23,,PSDB,identified_set_difference,primary_adjudicated,primary_adjudicated,service_end:service-C073-vacancy-6:Ana Carla Machado Lopes:Turismo | service_start:service-lula_2023_presente-2-47:Gustavo Feliciano:Turismo | affiliation_end:affiliation-b70bb8b61f90:UNAFFILIATED: | affiliation_start:affiliation-a1fc5f64d306:UNAFFILIATED:,C064;OFF-042;PERSON-CONTINUITY-REVIEW;POPULATION-REVIEW;R28,2026-03-19-history-v5-candidate,f8762399c7b3ef29928d8b1c55a4873575c06a6529f698af31ff87e8eedea1b3
