"check_kind","check_name","observed","expected","passed"
"accounting_identity","party panel key coverage","true","true",true
"accounting_identity","party panel key uniqueness","99","99",true
"accounting_identity","period key uniqueness","53","53",true
"accounting_identity","2014 annual A_exact closes","0//1","0//1",true
"accounting_identity","2014 annual B_exact closes","0//1","0//1",true
"accounting_identity","2014 annual d_exact closes","0//1","0//1",true
"accounting_identity","2018 annual A_exact closes","0//1","0//1",true
"accounting_identity","2018 annual B_exact closes","0//1","0//1",true
"accounting_identity","2018 annual d_exact closes","0//1","0//1",true
"accounting_identity","2022 annual A_exact closes","0//1","0//1",true
"accounting_identity","2022 annual B_exact closes","0//1","0//1",true
"accounting_identity","2022 annual d_exact closes","0//1","0//1",true
"accounting_identity","2014/2015.1 member A equals district A_C","246147787004967028509839670635392235477369805246548137919319829389576864560732235305303262069379713750462355044131769015376623199449700117302157//13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200","246147787004967028509839670635392235477369805246548137919319829389576864560732235305303262069379713750462355044131769015376623199449700117302157//13626903954802568277689742237933070174542972607824828822782533913714482516641908501404069487198225874318543460718586201231891640749096437740200",true
"accounting_identity","2014/2015.1 member B equals district B_C","160342036479021740303683413739913894989267454751092989289749983373474492548948575597444664677824469172775629845680612088306336781899538140002092236969//34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600","160342036479021740303683413739913894989267454751092989289749983373474492548948575597444664677824469172775629845680612088306336781899538140002092236969//34911896274836948283780398887966480924986128590712878421878864583859971061433786668152702157020572320164244931122185631590685441441292338850950816600",true
"accounting_identity","2014/2015.1 coalition A+B closure","116089243//5123966","116089243//5123966",true
"accounting_identity","2014/2015.1 member votes","58136873","58136873",true
"accounting_identity","2014/2015.1 calendar days","77","77",true
"accounting_identity","2014/2015.2 member A equals district A_C","124311880706110391358722339014459074278833121296248324157956255549605890001984321747628640514005146480364179813085637985079526868828623172894467//6813451977401284138844871118966535087271486303912414411391266956857241258320954250702034743599112937159271730359293100615945820374548218870100","124311880706110391358722339014459074278833121296248324157956255549605890001984321747628640514005146480364179813085637985079526868828623172894467//6813451977401284138844871118966535087271486303912414411391266956857241258320954250702034743599112937159271730359293100615945820374548218870100",true
"accounting_identity","2014/2015.2 member B equals district B_C","66842274956247935460015756361187198575514145427070476160234394194459307227108516163371926951620502752253629110237079709478929453548155538217436700739//17455948137418474141890199443983240462493064295356439210939432291929985530716893334076351078510286160082122465561092815795342720720646169425475408300","66842274956247935460015756361187198575514145427070476160234394194459307227108516163371926951620502752253629110237079709478929453548155538217436700739//17455948137418474141890199443983240462493064295356439210939432291929985530716893334076351078510286160082122465561092815795342720720646169425475408300",true
"accounting_identity","2014/2015.2 coalition A+B closure","56553888//2561983","56553888//2561983",true
"accounting_identity","2014/2015.2 member votes","56159756","56159756",true
"accounting_identity","2014/2015.2 calendar days","365","365",true
"accounting_identity","2014/2016.1 member A equals district A_C","49615353702691261155788616588945277395105902960622984939066728112330958060358600837742842031451121192396307028210758261616069117130809300455967//2725380790960513655537948447586614034908594521564965764556506782742896503328381700280813897439645174863708692143717240246378328149819287548040","49615353702691261155788616588945277395105902960622984939066728112330958060358600837742842031451121192396307028210758261616069117130809300455967//2725380790960513655537948447586614034908594521564965764556506782742896503328381700280813897439645174863708692143717240246378328149819287548040",true
"accounting_identity","2014/2016.1 member B equals district B_C","47250998870320750776965771125016481736775031846856083270642064698856258712483086329607270657554868735201710367055203244129996327233631531215397091539//6982379254967389656756079777593296184997225718142575684375772916771994212286757333630540431404114464032848986224437126318137088288258467770190163320","47250998870320750776965771125016481736775031846856083270642064698856258712483086329607270657554868735201710367055203244129996327233631531215397091539//6982379254967389656756079777593296184997225718142575684375772916771994212286757333630540431404114464032848986224437126318137088288258467770190163320",true
"accounting_identity","2014/2016.1 coalition A+B closure","127956205//5123966","127956205//5123966",true
"accounting_identity","2014/2016.1 member votes","53712049","53712049",true
"accounting_identity","2014/2016.1 calendar days","13","13",true
"accounting_identity","2014/2016.2 member A equals district A_C","146693643396200269312967266006002517597087793998280699702532975568670787906925885467604349599464979609044227004152984931418487191956436025039//7978281003982768312464720279820298697039211128703061371652537420207542457050297717449689395315120535315306475830553981985885035567386673150","146693643396200269312967266006002517597087793998280699702532975568670787906925885467604349599464979609044227004152984931418487191956436025039//7978281003982768312464720279820298697039211128703061371652537420207542457050297717449689395315120535315306475830553981985885035567386673150",true
"accounting_identity","2014/2016.2 member B equals district B_C","122715168492434358607246460543057910331168615537077505494103705216466870882718904202187085780556721316007131270532531353221020937567289574068950013//20440220301426784709473301456654848316736609245148055282130482777435580246741092897044907586077618454428714830867790182430143701078040011036856450","122715168492434358607246460543057910331168615537077505494103705216466870882718904202187085780556721316007131270532531353221020937567289574068950013//20440220301426784709473301456654848316736609245148055282130482777435580246741092897044907586077618454428714830867790182430143701078040011036856450",true
"accounting_identity","2014/2016.2 coalition A+B closure","62487369//2561983","62487369//2561983",true
"accounting_identity","2014/2016.2 member votes","51734932","51734932",true
"accounting_identity","2014/2016.2 calendar days","14","14",true
"accounting_identity","2014/2016.3 member A equals district A_C","156809229134562928813399523283499884240476286195819201320895447051775796982795316155461584816935572490790366513578714139824186443362830099234//9961187101463865700065601051120665332268254830281307618993080346282516459533558846055606350291100785320572705203644883941441257857526635775","156809229134562928813399523283499884240476286195819201320895447051775796982795316155461584816935572490790366513578714139824186443362830099234//9961187101463865700065601051120665332268254830281307618993080346282516459533558846055606350291100785320572705203644883941441257857526635775",true
"accounting_identity","2014/2016.3 member B equals district B_C","231167278262547196950160273644546282577386366252631248920198459481667007589955744769541269003599521392336013662613231039621328595460300375234102881//51040784027539398075702337555506551059921240629697190675261497929619840733090331386188161048275690526555913641991499461389890996259199325805483650","231167278262547196950160273644546282577386366252631248920198459481667007589955744769541269003599521392336013662613231039621328595460300375234102881//51040784027539398075702337555506551059921240629697190675261497929619840733090331386188161048275690526555913641991499461389890996259199325805483650",true
"accounting_identity","2014/2016.3 coalition A+B closure","103868387//5123966","103868387//5123966",true
"accounting_identity","2014/2016.3 member votes","45305141","45305141",true
"accounting_identity","2014/2016.3 calendar days","5","5",true
"accounting_identity","2014/2016.4 member A equals district A_C","10080348629669899414553525687037587195865764819096593028145226247927040663969205478048777000112093711320388717110554856366421171449801283522677//908460263653504551845982815862204678302864840521655254852168927580965501109460566760271299146548391621236230714572413415459442716606429182680","10080348629669899414553525687037587195865764819096593028145226247927040663969205478048777000112093711320388717110554856366421171449801283522677//908460263653504551845982815862204678302864840521655254852168927580965501109460566760271299146548391621236230714572413415459442716606429182680",true
"accounting_identity","2014/2016.4 member B equals district B_C","10758168340744135140320008257578876075430597169171239619918831256229233653380849782925201377945475607552406795642232617545032989667969201122635249789//2327459751655796552252026592531098728332408572714191894791924305590664737428919111210180143801371488010949662074812375439379029429419489256730054440","10758168340744135140320008257578876075430597169171239619918831256229233653380849782925201377945475607552406795642232617545032989667969201122635249789//2327459751655796552252026592531098728332408572714191894791924305590664737428919111210180143801371488010949662074812375439379029429419489256730054440",true
"accounting_identity","2014/2016.4 coalition A+B closure","40270171//2561983","40270171//2561983",true
"accounting_identity","2014/2016.4 member votes","39337188","39337188",true
"accounting_identity","2014/2016.4 calendar days","23","23",true
"accounting_identity","2014/2016.5 member A equals district A_C","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200",true
"accounting_identity","2014/2016.5 member B equals district B_C","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200",true
"accounting_identity","2014/2016.5 coalition A+B closure","972067//59581","972067//59581",true
"accounting_identity","2014/2016.5 member votes","62566462","62566462",true
"accounting_identity","2014/2016.5 calendar days","151","151",true
"accounting_identity","2014/2016.6 member A equals district A_C","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400",true
"accounting_identity","2014/2016.6 member B equals district B_C","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200",true
"accounting_identity","2014/2016.6 coalition A+B closure","39307812//2561983","39307812//2561983",true
"accounting_identity","2014/2016.6 member votes","56298584","56298584",true
"accounting_identity","2014/2016.6 calendar days","1","1",true
"accounting_identity","2014/2016.7 member A equals district A_C","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200",true
"accounting_identity","2014/2016.7 member B equals district B_C","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200",true
"accounting_identity","2014/2016.7 coalition A+B closure","972067//59581","972067//59581",true
"accounting_identity","2014/2016.7 member votes","62566462","62566462",true
"accounting_identity","2014/2016.7 calendar days","14","14",true
"accounting_identity","2014/2016.8 member A equals district A_C","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400",true
"accounting_identity","2014/2016.8 member B equals district B_C","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200",true
"accounting_identity","2014/2016.8 coalition A+B closure","39307812//2561983","39307812//2561983",true
"accounting_identity","2014/2016.8 member votes","56298584","56298584",true
"accounting_identity","2014/2016.8 calendar days","1","1",true
"accounting_identity","2014/2016.9 member A equals district A_C","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200",true
"accounting_identity","2014/2016.9 member B equals district B_C","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200",true
"accounting_identity","2014/2016.9 coalition A+B closure","972067//59581","972067//59581",true
"accounting_identity","2014/2016.9 member votes","62566462","62566462",true
"accounting_identity","2014/2016.9 calendar days","182","182",true
"accounting_identity","2014/2017.1 member A equals district A_C","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400",true
"accounting_identity","2014/2017.1 member B equals district B_C","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200",true
"accounting_identity","2014/2017.1 coalition A+B closure","39307812//2561983","39307812//2561983",true
"accounting_identity","2014/2017.1 member votes","56298584","56298584",true
"accounting_identity","2014/2017.1 calendar days","1","1",true
"accounting_identity","2014/2017.2 member A equals district A_C","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200",true
"accounting_identity","2014/2017.2 member B equals district B_C","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200",true
"accounting_identity","2014/2017.2 coalition A+B closure","972067//59581","972067//59581",true
"accounting_identity","2014/2017.2 member votes","62566462","62566462",true
"accounting_identity","2014/2017.2 calendar days","97","97",true
"accounting_identity","2014/2017.3 member A equals district A_C","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400",true
"accounting_identity","2014/2017.3 member B equals district B_C","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200",true
"accounting_identity","2014/2017.3 coalition A+B closure","39307812//2561983","39307812//2561983",true
"accounting_identity","2014/2017.3 member votes","56298584","56298584",true
"accounting_identity","2014/2017.3 calendar days","1","1",true
"accounting_identity","2014/2017.4 member A equals district A_C","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200","977601766908164759319113103633716913356107076522592972955687142317840188197156391461483902908516398516647251176127282657923641587997225491//48267411757547501877967782198040776897726249934736802514805961702156348683384900526011417808800003805308650297776595440055439165875356200",true
"accounting_identity","2014/2017.4 member B equals district B_C","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200","-11327332729231437016981569689697583538028153130982812511512908852509220857362864860048331544045522241005396103316037828413377905799502816713871//2875820659926437709391198431141467528343427697361553430634654004176177410904755758240286284466113026724094693391827332913943120942019597752200",true
"accounting_identity","2014/2017.4 coalition A+B closure","972067//59581","972067//59581",true
"accounting_identity","2014/2017.4 member votes","62566462","62566462",true
"accounting_identity","2014/2017.4 calendar days","76","76",true
"accounting_identity","2014/2017.5 member A equals district A_C","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400","89049561976588741652444876384114391780987510310356804387558819378656033873684003160071168237735808914028762098477517140347785482007198644350127//4542301318267522759229914079311023391514324202608276274260844637904827505547302833801356495732741958106181153572862067077297213583032145913400",true
"accounting_identity","2014/2017.5 member B equals district B_C","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200","-49595537675654803779424954327491744796982273564282823342545386760216288151320226569917645335977677795240505184758534361173852152903574822927575941041//11637298758278982761260132962655493641662042863570959473959621527953323687144595556050900719006857440054748310374061877196895147147097446283650272200",true
"accounting_identity","2014/2017.5 coalition A+B closure","39307812//2561983","39307812//2561983",true
"accounting_identity","2014/2017.5 member votes","56298584","56298584",true
"accounting_identity","2014/2017.5 calendar days","154","154",true
"accounting_identity","2014/2018.1 member A equals district A_C","7892362639731923462958367204672919780906113502424613710431283669753809084585038155217599900251639064253606034270109543935927152882027730159897//412936483478865705384537643573729399228574927509843297660076785264075227777027530345577863248431087100561923052078369734299746689366558719400","7892362639731923462958367204672919780906113502424613710431283669753809084585038155217599900251639064253606034270109543935927152882027730159897//412936483478865705384537643573729399228574927509843297660076785264075227777027530345577863248431087100561923052078369734299746689366558719400",true
"accounting_identity","2014/2018.1 member B equals district B_C","-3665564690909259514959568107658563136386551531884507185573336515474106850658209842924955525224186008222476124995956992020569086040608958997460145851//1057936250752634796478193905695953967423822078506450861269056502541211244285872323277354610818805221823158937306732897926990467922463404207604570200","-3665564690909259514959568107658563136386551531884507185573336515474106850658209842924955525224186008222476124995956992020569086040608958997460145851//1057936250752634796478193905695953967423822078506450861269056502541211244285872323277354610818805221823158937306732897926990467922463404207604570200",true
"accounting_identity","2014/2018.1 coalition A+B closure","80179567//5123966","80179567//5123966",true
"accounting_identity","2014/2018.1 member votes","54342895","54342895",true
"accounting_identity","2014/2018.1 calendar days","12","12",true
"accounting_identity","2014/2018.2 member A equals district A_C","5045518300894191872656154843007839268811022086777929091526380032612815755458256448587251979142348377455968761191049884731982031330328488929793//358602735652699165202361637840343951961657173890127074283750892466170592543208118458001828610479628271540617387331215821891885282870958887900","5045518300894191872656154843007839268811022086777929091526380032612815755458256448587251979142348377455968761191049884731982031330328488929793//358602735652699165202361637840343951961657173890127074283750892466170592543208118458001828610479628271540617387331215821891885282870958887900",true
"accounting_identity","2014/2018.2 member B equals district B_C","-2504866745102167393662006345973872066918246950101659571635466713359435321643711595766100900442668749603193635553404890339964040211830504820241262319//918734112495709165362642075999117919078582331334549432154706962733157133195625964951386898868962429478006445555846990305018037932665587864498705700","-2504866745102167393662006345973872066918246950101659571635466713359435321643711595766100900442668749603193635553404890339964040211830504820241262319//918734112495709165362642075999117919078582331334549432154706962733157133195625964951386898868962429478006445555846990305018037932665587864498705700",true
"accounting_identity","2014/2018.2 coalition A+B closure","29061868//2561983","29061868//2561983",true
"accounting_identity","2014/2018.2 member votes","48707376","48707376",true
"accounting_identity","2014/2018.2 calendar days","4","4",true
"accounting_identity","2014/2018.3 member A equals district A_C","817051591929472928629075945745249419173685686825612250705188282822878780641317096334190846385221907108723048232243816816255607825479917069//57058352405129167410686288806539837598160036712494677347262142471922765369652583079607030646828735279195321494986208258934996653389510425","817051591929472928629075945745249419173685686825612250705188282822878780641317096334190846385221907108723048232243816816255607825479917069//57058352405129167410686288806539837598160036712494677347262142471922765369652583079607030646828735279195321494986208258934996653389510425",true
"accounting_identity","2014/2018.3 member B equals district B_C","-715764939240206016587307180805302326582113542971468083805868172477356240485883251371517389592444194504929948663780848363476903311720508295731079//292365057739900079420664580510890705498493690673574501908341411113288204380077267512081718395308447393597334699378501587702119062081636174345550","-715764939240206016587307180805302326582113542971468083805868172477356240485883251371517389592444194504929948663780848363476903311720508295731079//292365057739900079420664580510890705498493690673574501908341411113288204380077267512081718395308447393597334699378501587702119062081636174345550",true
"accounting_identity","2014/2018.3 coalition A+B closure","60828599//5123966","60828599//5123966",true
"accounting_identity","2014/2018.3 member votes","44621889","44621889",true
"accounting_identity","2014/2018.3 calendar days","90","90",true
"accounting_identity","2014/2018.4 member A equals district A_C","2490585972196148974537480373541226933943921964416442905617895279920701040002709492967258942005497646773254702130253106745531913921352813789224//243337570621474433530173968534519110259695939425443371835402391316330044940034080382215526557111176327116847512831896450569493584805293531075","2490585972196148974537480373541226933943921964416442905617895279920701040002709492967258942005497646773254702130253106745531913921352813789224//243337570621474433530173968534519110259695939425443371835402391316330044940034080382215526557111176327116847512831896450569493584805293531075",true
"accounting_identity","2014/2018.4 member B equals district B_C","-1707217238050663281288871382762682780952345113896455848880208192526508180536136915853379431836429778346289279636643607423771707701315792625465766442//623426719193516933638935694427972873660466581977015686104979724711785197525603333359869681375367362860075802341467600564119382882880220336624121725","-1707217238050663281288871382762682780952345113896455848880208192526508180536136915853379431836429778346289279636643607423771707701315792625465766442//623426719193516933638935694427972873660466581977015686104979724711785197525603333359869681375367362860075802341467600564119382882880220336624121725",true
"accounting_identity","2014/2018.4 coalition A+B closure","19206330//2561983","19206330//2561983",true
"accounting_identity","2014/2018.4 member votes","40707696","40707696",true
"accounting_identity","2014/2018.4 calendar days","180","180",true
