candidate_name,ballot_name,candidate_id,uf,raw_party,canonical_party,DS_CARGO,DS_SITUACAO_CANDIDATURA,CD_SITUACAO_CANDIDATURA,DS_SIT_TOT_TURNO,CD_SIT_TOT_TURNO,current_loader_counts,raw_party_seat_count,canonical_party_seat_count,psc_current_winner
LEDA MARIA SADALA BRITO,LEDA SADALA,30000619275,AP,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,7,7,false
MANOEL ISIDORIO DE SANTANA JUNIOR,PASTOR SARGENTO ISIDÓRIO,50000608176,BA,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,7,7,false
CARLOS TITO MARQUES CORDEIRO,TITO,50000608186,BA,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,7,7,false
LUIS HENRIQUE DE OLIVEIRA RESENDE,LUIS TIBE,130000606453,MG,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,7,7,false
ANDRE LUIS GASPAR JANONES,ANDRE JANONES,130000606459,MG,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,7,7,false
GREYCE DE QUEIROZ ELIAS,GREYCE ELIAS,130000606513,MG,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,7,7,false
JOÃO FRANCISCO INÁCIO BRAZÃO,CHIQUINHO BRAZÃO,190000616200,RJ,AVANTE,AVANTE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,7,7,false
LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA,LUIZ ANTÔNIO,190000625195,RJ,DC,DC,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,1,1,false
ALAN RICK MIRANDA,ALAN RICK,10000602509,AC,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
ARTHUR DE OLIVEIRA MAIA DA SILVA,ARTHUR MAIA,50000608629,BA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
ELMAR JOSÉ VIEIRA NASCIMENTO,ELMAR,50000608631,BA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,LEUR LOMANTO JR,50000608636,BA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
PAULO VELLOSO DANTAS AZI,PAULO AZI,50000608640,BA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
LUIS CLAUDIO FERNANDES MIRANDA,LUIS MIRANDA,70000625533,DF,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
NORMA AYUB ALVES,NORMA AYUB,80000622450,ES,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
JOSE MARIO SCHREINER,ZÉ MARIO,90000616000,GO,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
ZACARIAS CALIL HAMU,DR. ZACARIAS CALIL,90000616011,GO,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
JOSÉ JUSCELINO DOS SANTOS REZENDE FILHO,JUSCELINO FILHO,100000601901,MA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
OLAVO BILAC PINTO NETO,BILAC PINTO,130000613261,MG,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,120000613465,MS,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
HÉLIO LEITE DA SILVA,HÉLIO LEITE,140000613810,PA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
OLIVAL HENRIQUE MARQUES DE SOUZA,OLIVAL MARQUES,140000613811,PA,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
EFRAIM DE ARAUJO MORAIS FILHO,EFRAIM FILHO,150000608820,PB,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
FERNANDO BEZERRA DE SOUZA COELHO FILHO,FERNANDO FILHO,170000616977,PE,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
PEDRO DEBONI LUPION MELLO,PEDRO LUPION,160000623128,PR,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,RODRIGO MAIA,190000607414,RJ,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
ROGERIO TEIXEIRA JUNIOR,JUNINHO DO PNEU,190000607415,RJ,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
PEDRO PAULO CARVALHO TEIXEIRA,PEDRO PAULO,190000607425,RJ,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
SÓSTENES SILVA CAVALCANTE,SÓSTENES,190000607427,RJ,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
ONYX DORNELLES LORENZONI,ONYX LORENZONI,210000603662,RS,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
ADRIANO ELI CORRÊA,ELI CORRÊA FILHO,250000605456,SP,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
ALEXANDRE LEITE DA SILVA,ALEXANDRE LEITE,250000605457,SP,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
DAVID BEZERRA RIBEIRO SOARES,DAVID SOARES,250000605458,SP,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
EUGENIO JOSÉ ZULIANI,GENINHO ZULIANI,250000605462,SP,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
KIM PATROCA KATAGUIRI,KIM KATAGUIRI,250000605466,SP,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
CARLOS HENRIQUE AMORIM,CARLOS HENRIQUE GAGUIM,270000618828,TO,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,29,29,false
MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA,270000618831,TO,DEM,DEM,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,29,29,false
FLAVIANO FLAVIO BAPTISTA DE MELO,FLAVIANO MELO,10000602515,AC,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
JESSICA ROJAS SALES,JÉSSICA SALES,10000602516,AC,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
ISNALDO BULHÕES BARROS JUNIOR,ISNALDO BULHÕES,20000621946,AL,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
MOSES HAENDEL MELO RODRIGUES,MOSES RODRIGUES,60000605078,CE,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
JOÃO MARCELO SANTOS SOUZA,JOÃO MARCELO,100000609097,MA,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
HILDO AUGUSTO DA ROCHA NETO,HILDO ROCHA,100000609098,MA,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
FÁBIO AUGUSTO RAMALHO DOS SANTOS,FABIO RAMALHO,130000620811,MG,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
HERCÍLIO ARAÚJO DINIZ FILHO,HERCÍLIO COELHO DINIZ,130000620812,MG,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
MAURO RIBEIRO LOPES,MAURO LOPES,130000620818,MG,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
NEWTON CARDOSO JÚNIOR,NEWTON CARDOSO JR,130000620820,MG,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
JUAREZ ALVES DA COSTA,JUAREZ COSTA,110000622427,MT,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
CARLOS GOMES BEZERRA,CARLOS BEZERRA,110000622434,MT,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
ELCIONE THEREZINHA ZAHLUTH BARBALHO,ELCIONE,140000606359,PA,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
JOSÉ BENITO PRIANTE JUNIOR,PRIANTE,140000606360,PA,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
RAUL JEAN LOUIS HENRY JUNIOR,RAUL HENRY,170000610282,PE,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
MARCOS AURELIO PADUA RIBEIRO GONÇALVES DE SAMPAIO,MARCOS AURELIO SAMPAIO,180000613906,PI,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
SERGIO DE SOUZA,SÉRGIO SOUZA,160000621768,PR,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
HERMES PARCIANELLO,HERMES FRANGÃO PARCIANELLO,160000621783,PR,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
DANIELA MOTE DE SOUZA CARNEIRO,DANIELA DO WAGUINHO,190000607467,RJ,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
GUTEMBERG REIS DE OLIVEIRA,GUTEMBERG REIS,190000607472,RJ,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
VINICIUS MEDEIROS FARAH,VINÍCIUS FARAH,190000607480,RJ,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
WALTER PEREIRA ALVES,WALTER ALVES,200000612907,RN,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,220000618719,RO,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
ALCEU MOREIRA DA SILVA,ALCEU MOREIRA,210000605278,RS,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
GIOVANI BATISTA FELTES,GIOVANI FELTES,210000605284,RS,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
MARCIO DELLA VALLE BIOLCHI,MÁRCIO BIOLCHI,210000605291,RS,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
OSMAR GASPARINI TERRA,OSMAR TERRA,210000605296,RS,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
CARLOS ALBERTO CHIODINI,CARLOS CHIODINI,240000609546,SC,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
CELSO MALDANER,CELSO MALDANER,240000609554,SC,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
ROGERIO MENDONÇA,PENINHA,240000609556,SC,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
FABIO DE ALMEIDA REIS,FABIO REIS,260000623593,SE,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
LUIZ FELIPE BALEIA TENUTO ROSSI,BALEIA ROSSI,250000604071,SP,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,34,34,false
HERCULANO CASTILHO PASSOS JUNIOR,HERCULANO PASSOS,250000604091,SP,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
DULCE FERREIRA PAGANI MIRANDA,DULCE MIRANDA,270000610923,TO,MDB,MDB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,34,34,false
LUCAS DE VASCONCELOS GONZALEZ,LUCAS GONZALEZ,130000600645,MG,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,8,8,false
TIAGO LIMA MITRAUD DE CASTRO LEITE,TIAGO MITRAUD,130000600692,MG,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,8,8,false
PAULO GUSTAVO GANIME ALVES TEIXEIRA,PAULO GANIME,190000602240,RJ,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,8,8,false
MARCEL VAN HATTEM,MARCEL VAN HATTEM,210000602609,RS,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,8,8,false
GILSON MARQUES VIEIRA,GILSON MARQUES,240000600256,SC,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,8,8,false
ADRIANA MIGUEL VENTURA,ADRIANA VENTURA,250000601946,SP,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,8,8,false
ALEXIS JOSEPH STEVERLYNCK FONTEYNE,ALEXIS,250000601963,SP,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,8,8,false
VINICIUS LAZZER POIT,VINICIUS POIT,250000601982,SP,NOVO,NOVO,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,8,8,false
ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,JÚNIOR MANO,60000611236,CE,PATRIOTA,PATRIOTA,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,5,5,false
ANTONIO DA CRUZ FILGUEIRA NETO,JUNIOR MARRECA FILHO,100000630071,MA,PATRIOTA,PATRIOTA,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,5,5,false
FREDERICO BORGES DA COSTA,FRED COSTA,130000610150,MG,PATRIOTA,PATRIOTA,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,5,5,false
FREDERICO DE CASTRO ESCALEIRA,DOUTOR FREDERICO,130000610250,MG,PATRIOTA,PATRIOTA,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,5,5,false
FRANCISCO EURICO DA SILVA,PASTOR EURICO,170000617432,PE,PATRIOTA,PATRIOTA,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,5,5,false
MARIA PERPETUA DE ALMEIDA,PERPETUA ALMEIDA,10000608404,AC,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PROFESSORA MARCIVANIA,30000613837,AP,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,9,9,false
ALICE MAZZUCO PORTUGAL,ALICE PORTUGAL,50000607816,BA,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
DANIEL GOMES DE ALMEIDA,DANIEL ALMEIDA,50000607817,BA,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
MÁRCIO JERRY SARAIVA BARROSO,MÁRCIO JERRY,100000601889,MA,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
RUBENS PEREIRA E SILVA JUNIOR,RUBENS JUNIOR,100000601890,MA,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
RENILDO VASCONCELOS CALHEIROS,RENILDO CALHEIROS,170000610297,PE,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
JANDIRA FEGHALI,JANDIRA FEGHALI,190000613609,RJ,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,9,9,false
ORLANDO SILVA DE JESUS JUNIOR,ORLANDO SILVA,250000623890,SP,PC do B,PCdoB,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,9,9,false
JESUS SERGIO DE MENEZES,JESUS SÉRGIO,10000602290,AC,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
ALEX MARCO SANTANA SOUSA,ALEX SANTANA,50000610865,BA,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
FELIX DE ALMEIDA MENDONÇA JUNIOR,FELIX MENDONÇA,50000610873,BA,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
MARCOS ROBERIO RIBEIRO MONTEIRO,ROBÉRIO MONTEIRO,60000611947,CE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
ANDRE PEIXOTO FIGUEIREDO LIMA,ANDRÉ FIGUEIREDO,60000611950,CE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
EDUARDO HENRIQUE MAIA BISMARCK,EDUARDO BISMARCK,60000611953,CE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
ANTONIO IDILVAN DE LIMA ALENCAR,IDILVAN,60000611954,CE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
CARLOS MAURO BENEVIDES FILHO,MAURO FILHO,60000611955,CE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
JOSÉ LEÔNIDAS DE MENEZES CRISTINO,LEONIDAS CRISTINO,60000611956,CE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
ANTONIO SERGIO ALVES VIDIGAL,SERGIO VIDIGAL,80000622443,ES,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
FLAVIA CARREIRO ALBUQUERQUE MORAIS,FLAVIA MORAIS,90000615995,GO,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
GILLIANO FRED NASCIMENTO CUTRIM,GIL CUTRIM,100000601470,MA,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
MÁRIO LÚCIO HERINGER,DR. MÁRIO HERINGER,130000620768,MG,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
LUIZ GONZAGA RIBEIRO,SUBTENENTE GONZAGA,130000620769,MG,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
DAGOBERTO NOGUEIRA FILHO,DAGOBERTO,120000602218,MS,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
DAMIÃO FELICIANO DA SILVA,DR DAMIÃO,150000608810,PB,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
TÚLIO GADELHA SALES DE MELO,TÚLIO GADÊLHA,170000617323,PE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
WOLNEY QUEIROZ MACIEL,WOLNEY QUEIROZ,170000617326,PE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
FLAVIO RODRIGUES NOGUEIRA,FLAVIO NOGUEIRA,180000613935,PI,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
GUSTAVO BONATO FRUET,GUSTAVO FRUET,160000621790,PR,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
FRANCISCO JOSE D ANGELO PINTO,CHICO D ANGELO,190000615527,RJ,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
PAULO SERGIO RAMOS BARBOZA,PAULO RAMOS,190000615550,RJ,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
SILVIA CRISTINA AMANCIO CHAGAS,SILVIA CRISTINA,220000611027,RO,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
MARLON ARATOR SANTOS DA ROSA,MARLON SANTOS,210000604635,RS,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
AFONSO ANTUNES DA MOTTA,AFONSO MOTTA,210000604636,RS,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
DARCI POMPEO DE MATTOS,POMPEO DE MATTOS,210000604661,RS,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
FABIO HENRIQUE SANTANA DE CARVALHO,FÁBIO HENRIQUE,260000621431,SE,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,28,28,false
TABATA CLAUDIA AMARAL DE PONTES,TABATA AMARAL,250000623480,SP,PDT,PDT,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,28,28,false
ANDERSON MACHADO DE JESUS,IGOR KANNARIO,50000606396,BA,PHS,PHS,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,6,6,false
JOSE ABILIO SILVA DE SANTANA,PASTOR ABILIO SANTANA,50000606413,BA,PHS,PHS,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,6,6,false
FRANCO CARTAFINA GOMES,FRANCO CARTAFINA,130000626666,MG,PHS,PHS,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,6,6,false
MARCELO GUILHERME DE ARO FERREIRA,MARCELO ARO,130000626697,MG,PHS,PHS,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,6,6,false
FERNANDO RODOLFO TENORIO DE VASCONCELOS,FERNANDO RODOLFO,170000617105,PE,PHS,PHS,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,6,6,false
GELSON DE AZEVEDO ALMEIDA,GELSON AZEVEDO,190000606047,RJ,PHS,PHS,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,6,6,false
EDUARDO SALIM BRAIDE,EDUARDO BRAIDE,100000615044,MA,PMN,PMN,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,3,3,false
GILDENEMIR DE LIMA SOUSA,PASTOR GILDENEMYR,100000615053,MA,PMN,PMN,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,3,3,false
JOSE VITOR DE RESENDE AGUIAR,ZÉ VITOR,130000611070,MG,PMN,PMN,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,3,3,false
JOÃO CARLOS BACELAR BATISTA,BACELAR,50000607822,BA,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
JOSÉ NELTO LAGARES DAS MERCEZ,JOSÉ  NELTO,90000616001,GO,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,11,11,false
ALUISIO GUIMARÃES MENDES FILHO,ALUISIO MENDES,100000609433,MA,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
IGOR TARCIANO TIMO,IGOR TIMO,130000624462,MG,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
JOSE ANTONIO DOS SANTOS MEDEIROS,JOSE MEDEIROS,110000611616,MT,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
RICARDO TEOBALDO CAVALCANTI,RICARDO TEOBALDO,170000616986,PE,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
DIEGO ALEXSANDER GONÇALO PAULA GARCIA,DIEGO GARCIA,160000619700,PR,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
LEONARDO BARRETO DE MORAES,LÉO MORAES,220000618722,RO,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
RENATA HELLMEISTER DE ABREU,RENATA ABREU,250000613702,SP,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
MARCO ANTONIO FELICIANO,PASTOR MARCO FELICIANO,250000613714,SP,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,11,11,false
ROBERTO ALVES DE LUCENA,ROBERTO DE LUCENA,250000613788,SP,PODE,PODE,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,11,11,false
ARTHUR CESAR PEREIRA DE LIRA,ARTHUR LIRA,20000616797,AL,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
ATILA SIDNEY LINS DE ALBUQUERQUE,ATILA LINS,40000610407,AM,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
ANDRE DOS SANTOS ABDON,ANDRE ABDON,30000617199,AP,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,37,37,false
CARLOS FELIPE VAZQUEZ DE SOUZA LEÃO,CACÁ LEÃO,50000605224,BA,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
MÁRIO SILVIO MENDES NEGROMONTE JÚNIOR,MÁRIO NEGROMONTE JR,50000605225,BA,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
CLAUDIO CAJADO SAMPAIO,CLAUDIO CAJADO,50000605227,BA,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
RONALDO CARLETTO,RONALDO CARLETTO,50000605228,BA,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
ANTONIO JOSE AGUIAR ALBUQUERQUE,AJ ALBUQUERQUE,60000611004,CE,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR QP,2,true,37,37,false
CELINA LEAO HIZIM,CELINA LEÃO,70000614533,DF,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,37,37,false
EVAIR VIEIRA DE MELO,EVAIR DE MELO,80000611871,ES,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,37,37,false
ADRIANO ANTÔNIO AVELAR,ADRIANO DO BALDY,90000610071,GO,PP,PP,DEPUTADO FEDERAL,APTO,12,ELEITO POR MÉDIA,3,true,37,37,false
